仓库信息,平均温度,粮情时间
11仓,23.799999237060547,2015-09-02
11仓,23.049999237060547,2015-09-03
11仓,22.200000762939453,2015-09-04
11仓,22.150001525878906,2015-09-05
11仓,22.200000762939453,2015-09-06
11仓,21.549999237060547,2015-09-07
11仓,21.799999237060547,2015-09-08
11仓,21.600000381469727,2015-09-09
11仓,19.850000381469727,2015-09-10
11仓,19.899999618530273,2015-09-11
11仓,19.950000762939453,2015-09-12
11仓,19.599998474121094,2015-09-13
11仓,19.549999237060547,2015-09-14
11仓,18.950000762939453,2015-09-15
11仓,19.0,2015-09-16
11仓,19.700000762939453,2015-09-17
11仓,20.299999237060547,2015-09-18
11仓,20.649999618530273,2015-09-19
11仓,20.149999618530273,2015-09-20
11仓,19.900001525878906,2015-09-21
11仓,20.950000762939453,2015-09-22
11仓,21.450000762939453,2015-09-23
11仓,21.299999237060547,2015-09-24
11仓,22.25,2015-09-25
11仓,24.5,2015-09-26
11仓,18.650001525878906,2015-09-27
11仓,12.350000381469727,2015-09-28
11仓,12.75,2015-09-29
11仓,16.25,2015-09-30
11仓,17.5,2015-10-01
11仓,16.649999618530273,2015-10-02
11仓,19.25,2015-10-03
11仓,20.5,2015-10-04
11仓,21.0,2015-10-05
11仓,21.350000381469727,2015-10-07
11仓,21.100000381469727,2015-10-08
11仓,21.0,2015-10-09
11仓,20.799999237060547,2015-10-10
11仓,20.599998474121094,2015-10-11
11仓,20.400001525878906,2015-10-12
11仓,20.350000381469727,2015-10-13
11仓,20.400001525878906,2015-10-14
11仓,20.400001525878906,2015-10-15
11仓,20.849998474121094,2015-10-17
11仓,21.0,2015-10-18
11仓,21.0,2015-10-19
11仓,21.049999237060547,2015-10-20
11仓,21.049999237060547,2015-10-21
11仓,21.100000381469727,2015-10-22
11仓,21.100000381469727,2015-10-23
11仓,21.200000762939453,2015-10-25
11仓,21.149999618530273,2015-10-26
11仓,20.5,2015-10-28
11仓,22.349998474121094,2015-10-29
11仓,22.0,2015-10-30
11仓,19.75,2015-10-31
11仓,19.950000762939453,2015-11-01
11仓,17.950000762939453,2015-11-02
11仓,16.399999618530273,2015-11-03
11仓,13.949999809265137,2015-11-04
11仓,15.199999809265137,2015-11-05
11仓,15.549999237060547,2015-11-06
11仓,16.0,2015-11-07
11仓,15.549999237060547,2015-11-09
11仓,15.200000762939453,2015-11-10
11仓,14.699999809265137,2015-11-11
11仓,14.5,2015-11-12
11仓,14.399999618530273,2015-11-13
11仓,14.350000381469727,2015-11-14
11仓,14.200000762939453,2015-11-15
11仓,14.100000381469727,2015-11-16
11仓,14.149999618530273,2015-11-17
11仓,14.100000381469727,2015-11-18
11仓,13.899999618530273,2015-11-19
11仓,13.850000381469727,2015-11-20
11仓,13.800000190734863,2015-11-21
11仓,13.800000190734863,2015-11-22
11仓,14.0,2015-11-23
11仓,13.649999618530273,2015-11-24
11仓,12.899999618530273,2015-11-25
11仓,11.700000762939453,2015-11-26
11仓,11.100000381469727,2015-11-27
11仓,10.300000190734863,2015-11-28
11仓,9.850000381469727,2015-11-29
11仓,9.850000381469727,2015-11-30
11仓,10.050000190734863,2015-12-01
11仓,10.399999618530273,2015-12-02
11仓,10.600000381469727,2015-12-03
11仓,10.199999809265137,2015-12-04
11仓,10.149999618530273,2015-12-05
11仓,10.149999618530273,2015-12-06
11仓,10.600000381469727,2015-12-07
11仓,10.350000381469727,2015-12-08
11仓,10.200000762939453,2015-12-09
11仓,10.200000762939453,2015-12-10
11仓,10.350000381469727,2015-12-11
11仓,10.100000381469727,2015-12-12
11仓,10.350000381469727,2015-12-13
11仓,10.200000762939453,2015-12-14
11仓,10.0,2015-12-15
11仓,12.899999618530273,2015-12-16
11仓,14.300000190734863,2015-12-17
11仓,12.449999809265137,2015-12-18
11仓,8.949999809265137,2015-12-19
11仓,8.5,2015-12-20
11仓,5.800000190734863,2015-12-21
11仓,6.25,2015-12-22
11仓,6.099999904632568,2015-12-23
11仓,6.099999904632568,2015-12-24
11仓,6.199999809265137,2015-12-25
11仓,6.100000381469727,2015-12-26
11仓,6.050000190734863,2015-12-27
11仓,5.849999904632568,2015-12-28
11仓,5.599999904632568,2015-12-29
11仓,5.400000095367432,2015-12-30
11仓,4.800000190734863,2015-12-31
11仓,4.550000190734863,2016-01-01
11仓,4.800000190734863,2016-01-02
11仓,5.199999809265137,2016-01-03
11仓,5.650000095367432,2016-01-04
11仓,5.900000095367432,2016-01-05
11仓,6.050000190734863,2016-01-06
11仓,6.050000190734863,2016-01-07
11仓,5.949999809265137,2016-01-08
11仓,5.699999809265137,2016-01-09
11仓,5.5,2016-01-10
11仓,5.399999618530273,2016-01-11
11仓,5.349999904632568,2016-01-12
11仓,5.0,2016-01-13
11仓,4.649999618530273,2016-01-14
11仓,4.449999809265137,2016-01-15
11仓,4.300000190734863,2016-01-16
11仓,4.25,2016-01-17
11仓,4.349999904632568,2016-01-18
11仓,4.300000190734863,2016-01-19
11仓,4.050000190734863,2016-01-20
11仓,3.6999998092651367,2016-01-21
11仓,3.549999952316284,2016-01-22
11仓,3.4000000953674316,2016-01-23
11仓,2.8499999046325684,2016-01-24
11仓,2.1500000953674316,2016-01-25
11仓,1.75,2016-01-26
11仓,1.6500000953674316,2016-01-27
11仓,1.8000000715255737,2016-01-28
11仓,2.200000047683716,2016-01-29
11仓,2.5,2016-01-30
11仓,2.450000047683716,2016-02-01
11仓,4.400000095367432,2016-02-02
11仓,2.5999999046325684,2016-02-03
11仓,2.700000047683716,2016-02-04
11仓,2.950000047683716,2016-02-05
11仓,3.200000047683716,2016-02-06
11仓,3.25,2016-02-07
11仓,3.200000047683716,2016-02-08
11仓,6.25,2016-02-13
11仓,6.400000095367432,2016-02-14
11仓,6.0,2016-02-15
11仓,5.900000095367432,2016-02-16
11仓,6.050000190734863,2016-02-17
11仓,6.550000190734863,2016-02-18
11仓,6.75,2016-02-19
11仓,7.199999809265137,2016-02-20
11仓,7.25,2016-02-21
11仓,7.050000190734863,2016-02-22
11仓,6.949999809265137,2016-02-23
11仓,7.099999904632568,2016-02-24
11仓,6.949999809265137,2016-02-25
11仓,6.900000095367432,2016-02-26
11仓,7.099999904632568,2016-02-27
11仓,7.349999904632568,2016-02-28
11仓,7.600000381469727,2016-02-29
11仓,7.550000190734863,2016-03-01
11仓,7.449999809265137,2016-03-02
11仓,7.5,2016-03-03
11仓,8.25,2016-03-04
11仓,9.100000381469727,2016-03-05
11仓,9.850000381469727,2016-03-06
11仓,10.149999618530273,2016-03-07
11仓,10.300000190734863,2016-03-08
11仓,9.800000190734863,2016-03-09
11仓,9.149999618530273,2016-03-10
11仓,8.800000190734863,2016-03-11
11仓,8.950000762939453,2016-03-12
11仓,8.850000381469727,2016-03-13
11仓,8.899999618530273,2016-03-14
11仓,9.399999618530273,2016-03-15
11仓,9.549999237060547,2016-03-16
11仓,10.0,2016-03-17
11仓,10.200000762939453,2016-03-18
11仓,10.649999618530273,2016-03-19
11仓,11.200000762939453,2016-03-20
11仓,11.350000381469727,2016-03-21
11仓,11.449999809265137,2016-03-22
11仓,11.550000190734863,2016-03-23
11仓,11.699999809265137,2016-03-24
11仓,11.699999809265137,2016-03-25
11仓,11.649999618530273,2016-03-26
11仓,11.649999618530273,2016-03-27
11仓,11.649999618530273,2016-03-28
11仓,12.0,2016-03-29
11仓,12.75,2016-03-31
11仓,13.600000381469727,2016-04-01
11仓,14.199999809265137,2016-04-02
11仓,14.149999618530273,2016-04-04
11仓,14.050000190734863,2016-04-05
11仓,13.899999618530273,2016-04-06
11仓,13.699999809265137,2016-04-07
11仓,13.800000190734863,2016-04-08
11仓,14.200000762939453,2016-04-09
11仓,15.350000381469727,2016-04-11
11仓,15.850000381469727,2016-04-12
11仓,16.099998474121094,2016-04-13
11仓,16.700000762939453,2016-04-14
11仓,17.200000762939453,2016-04-15
11仓,17.649999618530273,2016-04-16
11仓,17.799999237060547,2016-04-17
11仓,17.600000381469727,2016-04-18
11仓,17.450000762939453,2016-04-19
11仓,17.450000762939453,2016-04-20
11仓,17.549999237060547,2016-04-21
11仓,17.700000762939453,2016-04-22
11仓,18.299999237060547,2016-04-23
11仓,18.5,2016-04-24
11仓,18.5,2016-04-25
11仓,18.450000762939453,2016-04-26
11仓,18.200000762939453,2016-04-27
11仓,17.950000762939453,2016-04-28
11仓,18.049999237060547,2016-04-30
11仓,19.25,2016-05-02
11仓,19.700000762939453,2016-05-03
11仓,19.700000762939453,2016-05-04
11仓,20.0,2016-05-05
11仓,20.549999237060547,2016-05-06
11仓,21.200000762939453,2016-05-07
11仓,21.099998474121094,2016-05-08
11仓,20.75,2016-05-09
11仓,20.299999237060547,2016-05-10
11仓,20.099998474121094,2016-05-11
11仓,20.200000762939453,2016-05-12
11仓,20.399999618530273,2016-05-13
11仓,20.399999618530273,2016-05-14
11仓,20.149999618530273,2016-05-16
11仓,19.900001525878906,2016-05-17
11仓,20.349998474121094,2016-05-18
11仓,20.399999618530273,2016-05-19
11仓,20.5,2016-05-20
11仓,20.549999237060547,2016-05-21
11仓,20.5,2016-05-22
11仓,20.200000762939453,2016-05-23
11仓,20.0,2016-05-24
11仓,20.149999618530273,2016-05-25
11仓,20.600000381469727,2016-05-26
11仓,21.149999618530273,2016-05-27
11仓,21.25,2016-05-28
11仓,21.0,2016-05-29
11仓,20.850000381469727,2016-05-30
11仓,21.149999618530273,2016-06-01
11仓,20.849998474121094,2016-06-02
11仓,21.0,2016-06-03
11仓,21.0,2016-06-04
11仓,20.799999237060547,2016-06-05
11仓,20.850000381469727,2016-06-06
11仓,21.0,2016-06-07
11仓,21.25,2016-06-08
11仓,21.5,2016-06-09
11仓,21.25,2016-06-10
11仓,21.049999237060547,2016-06-11
11仓,21.600000381469727,2016-06-12
11仓,22.25,2016-06-13
11仓,21.75,2016-06-14
11仓,22.0,2016-06-15
11仓,22.099998474121094,2016-06-16
11仓,22.200000762939453,2016-06-17
11仓,22.549999237060547,2016-06-18
11仓,22.450000762939453,2016-06-19
11仓,22.450000762939453,2016-06-20
11仓,21.299999237060547,2016-07-06
11仓,21.25,2016-07-07
11仓,21.100000381469727,2016-07-08
11仓,21.299999237060547,2016-07-09
11仓,24.200000762939453,2016-07-10
11仓,25.75,2016-07-11
11仓,25.200000762939453,2016-07-12
11仓,25.5,2016-07-13
11仓,25.899999618530273,2016-07-14
11仓,25.899999618530273,2016-07-15
11仓,25.5,2016-07-16
11仓,25.549999237060547,2016-07-17
11仓,26.0,2016-07-18
11仓,26.5,2016-07-19
11仓,26.849998474121094,2016-07-20
11仓,27.150001525878906,2016-07-21
11仓,27.899999618530273,2016-07-22
11仓,28.5,2016-07-23
11仓,29.25,2016-07-24
11仓,30.049999237060547,2016-07-25
11仓,30.75,2016-07-26
11仓,31.25,2016-07-27
11仓,31.5,2016-07-28
11仓,32.25,2016-07-29
11仓,32.79999923706055,2016-07-30
11仓,29.5,2016-07-31
11仓,29.549999237060547,2016-08-01
11仓,29.5,2016-08-02
11仓,29.25,2016-08-03
11仓,29.25,2016-08-04
11仓,28.799999237060547,2016-08-05
11仓,27.799999237060547,2016-08-06
11仓,27.549999237060547,2016-08-07
11仓,27.350000381469727,2016-08-08
11仓,27.25,2016-08-09
11仓,27.400001525878906,2016-08-10
11仓,27.649999618530273,2016-08-11
11仓,28.0,2016-08-12
11仓,28.350000381469727,2016-08-13
11仓,28.850000381469727,2016-08-14
11仓,29.149999618530273,2016-08-15
11仓,30.5,2016-08-16
11仓,29.350000381469727,2016-08-17
11仓,29.149999618530273,2016-08-18
11仓,29.25,2016-08-19
11仓,29.350000381469727,2016-08-20
11仓,29.049999237060547,2016-08-21
11仓,29.049999237060547,2016-08-22
11仓,28.850000381469727,2016-08-23
11仓,28.799999237060547,2016-08-24
11仓,28.850000381469727,2016-08-25
11仓,28.799999237060547,2016-08-26
11仓,27.899999618530273,2016-08-27
11仓,27.350000381469727,2016-08-28
11仓,27.25,2016-08-29
11仓,27.350000381469727,2016-08-30
11仓,26.450000762939453,2016-08-31
11仓,26.049999237060547,2016-09-01
11仓,25.299999237060547,2016-09-02
11仓,26.649999618530273,2016-09-03
11仓,26.549999237060547,2016-09-04
11仓,25.25,2016-09-05
11仓,25.75,2016-09-06
11仓,25.150001525878906,2016-09-07
11仓,25.299999237060547,2016-09-08
11仓,25.549999237060547,2016-09-09
11仓,27.700000762939453,2016-09-10
11仓,26.25,2016-09-11
11仓,25.950000762939453,2016-09-12
11仓,25.700000762939453,2016-09-14
11仓,25.649999618530273,2016-09-15
11仓,24.450000762939453,2016-09-18
11仓,21.649999618530273,2016-09-19
11仓,21.100000381469727,2016-09-20
11仓,22.299999237060547,2016-09-21
11仓,22.0,2016-09-22
11仓,22.899999618530273,2016-09-23
11仓,22.899999618530273,2016-09-24
11仓,23.049999237060547,2016-09-25
11仓,23.200000762939453,2016-09-26
11仓,47.20000076293945,2017-01-03
11仓,45.099998474121094,2017-01-04
11仓,46.45000076293945,2017-01-05
11仓,46.400001525878906,2017-01-06
11仓,46.45000076293945,2017-01-07
11仓,46.45000076293945,2017-01-09
11仓,45.099998474121094,2017-01-10
11仓,3.3000001907348633,2017-01-11
11仓,5.288888931274414,2017-01-12
11仓,4.599999904632568,2017-01-13
11仓,0.8500000238418579,2017-01-16
11仓,2.25,2017-01-17
11仓,5.099999904632568,2017-01-18
11仓,5.300000190734863,2017-01-19
11仓,1.3499999046325684,2017-01-20
11仓,1.649999976158142,2017-01-22
11仓,-0.7000000476837158,2017-01-23
11仓,1.2000000476837158,2017-01-24
11仓,1.5499999523162842,2017-01-25
11仓,2.0999999046325684,2017-01-26
11仓,2.700000047683716,2017-01-27
11仓,3.3499999046325684,2017-01-28
11仓,3.8000001907348633,2017-01-30
11仓,3.4000000953674316,2017-01-31
11仓,3.0999999046325684,2017-02-01
11仓,3.0,2017-02-03
11仓,3.0999999046325684,2017-02-04
11仓,3.950000047683716,2017-02-06
11仓,4.199999809265137,2017-02-07
11仓,4.050000190734863,2017-02-08
11仓,3.9000000953674316,2017-02-09
11仓,3.5999999046325684,2017-02-10
11仓,3.5,2017-02-11
11仓,3.5999999046325684,2017-02-12
11仓,3.9000000953674316,2017-02-13
11仓,4.400000095367432,2017-02-14
11仓,5.050000190734863,2017-02-15
11仓,5.800000190734863,2017-02-16
11仓,6.599999904632568,2017-02-17
11仓,7.0,2017-02-20
11仓,6.800000190734863,2017-02-21
11仓,6.699999809265137,2017-02-22
11仓,6.400000095367432,2017-02-23
11仓,6.150000095367432,2017-02-25
11仓,6.349999904632568,2017-02-26
11仓,6.75,2017-02-27
11仓,7.100000381469727,2017-02-28
11仓,7.600000381469727,2017-03-01
11仓,8.0,2017-03-02
11仓,8.100000381469727,2017-03-03
11仓,8.75,2017-03-06
11仓,8.75,2017-03-07
11仓,8.800000190734863,2017-03-08
11仓,8.800000190734863,2017-03-09
11仓,9.100000381469727,2017-03-10
11仓,10.350000381469727,2017-03-13
11仓,10.199999809265137,2017-03-14
11仓,10.0,2017-03-15
11仓,10.100000381469727,2017-03-16
11仓,10.25,2017-03-17
11仓,10.549999237060547,2017-03-20
11仓,10.5,2017-03-21
11仓,10.25,2017-03-22
11仓,9.799999237060547,2017-03-24
11仓,10.100000381469727,2017-03-27
11仓,10.450000762939453,2017-03-28
11仓,10.850000381469727,2017-03-29
11仓,11.199999809265137,2017-03-30
11仓,11.199999809265137,2017-03-31
11仓,11.199999809265137,2017-04-01
11仓,13.399999618530273,2017-04-05
11仓,13.850000381469727,2017-04-06
11仓,14.199999809265137,2017-04-07
11仓,14.549999237060547,2017-04-09
11仓,14.100000381469727,2017-04-10
11仓,13.699999809265137,2017-04-11
11仓,13.600000381469727,2017-04-12
11仓,13.850000381469727,2017-04-13
11仓,17.450000762939453,2017-04-17
11仓,17.899999618530273,2017-04-18
11仓,18.200000762939453,2017-04-19
11仓,18.400001525878906,2017-04-20
11仓,18.599998474121094,2017-04-22
11仓,18.599998474121094,2017-04-24
11仓,18.950000762939453,2017-04-25
11仓,19.049999237060547,2017-04-26
11仓,18.950000762939453,2017-04-27
11仓,19.0,2017-04-28
11仓,20.950000762939453,2017-05-01
11仓,21.299999237060547,2017-05-02
11仓,21.100000381469727,2017-05-03
11仓,19.0,2017-05-06
11仓,19.799999237060547,2017-05-08
11仓,19.349998474121094,2017-05-09
11仓,18.600000381469727,2017-05-10
11仓,19.100000381469727,2017-05-11
11仓,19.75,2017-05-12
11仓,20.799999237060547,2017-05-15
11仓,20.549999237060547,2017-05-16
11仓,20.650001525878906,2017-05-17
11仓,22.0,2017-05-20
11仓,22.799999237060547,2017-05-23
11仓,21.950000762939453,2017-05-25
11仓,23.049999237060547,2017-05-28
11仓,24.299999237060547,2017-05-30
11仓,24.650001525878906,2017-05-31
11仓,25.450000762939453,2017-06-02
11仓,23.700000762939453,2017-06-13
11仓,23.950000762939453,2017-06-14
11仓,23.950000762939453,2017-06-15
11仓,24.349998474121094,2017-06-16
11仓,24.68088150024414,2017-06-17
11仓,24.929410934448242,2017-06-18
11仓,25.09705924987793,2017-06-19
11仓,25.577205657958984,2017-06-21
11仓,25.953678131103516,2017-06-22
11仓,25.930147171020508,2017-06-23
11仓,25.86617660522461,2017-06-24
11仓,26.06470489501953,2017-06-25
11仓,26.204410552978516,2017-06-26
11仓,26.32941246032715,2017-06-27
11仓,26.48235321044922,2017-06-28
11仓,26.860294342041016,2017-06-29
11仓,26.922794342041016,2017-06-30
11仓,26.663970947265625,2017-07-01
11仓,26.23970603942871,2017-07-02
11仓,26.005882263183594,2017-07-03
11仓,26.32794189453125,2017-07-04
11仓,26.641176223754883,2017-07-05
11仓,27.331619262695312,2017-07-08
11仓,27.338970184326172,2017-07-09
11仓,27.109560012817383,2017-07-11
11仓,27.656618118286133,2017-07-12
11仓,28.634559631347656,2017-07-15
11仓,29.570587158203125,2017-07-19
11仓,29.90808868408203,2017-07-20
11仓,30.230148315429688,2017-07-21
11仓,30.52279281616211,2017-07-22
11仓,31.011764526367188,2017-07-23
11仓,31.54485321044922,2017-07-24
11仓,32.000736236572266,2017-07-27
11仓,30.174999237060547,2017-08-01
11仓,29.62352752685547,2017-08-03
11仓,30.097061157226562,2017-08-08
11仓,29.35441017150879,2017-08-09
11仓,29.21323585510254,2017-08-10
11仓,29.366174697875977,2017-08-11
11仓,28.908824920654297,2017-08-13
11仓,28.679412841796875,2017-08-14
11仓,28.558822631835938,2017-08-15
11仓,28.697059631347656,2017-08-16
11仓,28.135295867919922,2017-08-21
11仓,28.49852752685547,2017-08-23
11仓,28.92353057861328,2017-08-27
11仓,27.830883026123047,2017-08-30
11仓,25.59191131591797,2017-09-10
13仓,3.6999998092651367,2015-01-18
13仓,5.300000190734863,2015-01-19
13仓,4.849999904632568,2015-01-20
13仓,5.949999809265137,2015-01-21
13仓,7.5,2015-01-22
13仓,7.0,2015-01-23
13仓,5.800000190734863,2015-03-01
13仓,5.699999809265137,2015-03-02
13仓,5.850000381469727,2015-03-03
13仓,5.949999809265137,2015-03-04
13仓,4.546180725097656,2015-03-05
13仓,4.473958492279053,2015-03-06
13仓,4.435069561004639,2015-03-07
13仓,4.565277576446533,2015-03-08
13仓,4.699999809265137,2015-03-09
13仓,5.75,2015-03-10
13仓,5.5,2015-03-11
13仓,5.550000190734863,2015-03-12
13仓,6.0,2015-03-13
13仓,6.699999809265137,2015-03-14
13仓,7.450000286102295,2015-03-16
13仓,7.949999809265137,2015-03-17
13仓,8.899999618530273,2015-03-18
13仓,8.850000381469727,2015-03-19
13仓,9.0,2015-03-20
13仓,9.450000762939453,2015-03-21
13仓,9.899999618530273,2015-03-22
13仓,10.300000190734863,2015-03-23
13仓,10.350000381469727,2015-03-24
13仓,10.350000381469727,2015-03-25
13仓,10.350000381469727,2015-03-26
13仓,10.5,2015-03-27
13仓,10.899999618530273,2015-03-29
13仓,11.299999237060547,2015-03-30
13仓,12.100000381469727,2015-03-31
13仓,13.550000190734863,2015-04-01
13仓,13.600000381469727,2015-04-02
13仓,13.350000381469727,2015-04-03
13仓,12.600000381469727,2015-04-04
13仓,11.899999618530273,2015-04-06
13仓,11.450000762939453,2015-04-07
13仓,10.850000381469727,2015-04-08
13仓,10.700000762939453,2015-04-09
13仓,10.700000762939453,2015-04-10
13仓,11.049999237060547,2015-04-11
13仓,11.649999618530273,2015-04-12
13仓,12.0,2015-04-13
13仓,11.75,2015-04-14
13仓,11.75,2015-04-15
13仓,11.850000381469727,2015-04-16
13仓,12.399999618530273,2015-04-17
13仓,13.399999618530273,2015-04-18
13仓,14.25,2015-04-20
13仓,13.800000190734863,2015-04-21
13仓,13.850000381469727,2015-04-22
13仓,14.399999618530273,2015-04-23
13仓,15.050000190734863,2015-04-24
13仓,15.850000381469727,2015-04-25
13仓,16.649999618530273,2015-04-26
13仓,17.25,2015-04-27
13仓,18.549999237060547,2015-04-28
13仓,18.25,2015-04-29
13仓,18.200000762939453,2015-04-30
13仓,18.599998474121094,2015-05-01
13仓,18.549999237060547,2015-05-04
13仓,18.200000762939453,2015-05-05
13仓,18.200000762939453,2015-05-06
13仓,18.900001525878906,2015-05-07
13仓,18.899999618530273,2015-05-08
13仓,19.0,2015-05-09
13仓,18.650001525878906,2015-05-10
13仓,19.350000381469727,2015-05-11
13仓,18.600000381469727,2015-05-12
13仓,18.5,2015-05-13
13仓,18.899999618530273,2015-05-14
13仓,20.450000762939453,2015-05-15
13仓,19.950000762939453,2015-05-16
13仓,20.0,2015-05-17
