仓库信息,平均温度,粮情时间
11仓,1.75,2015-12-20
11仓,2.3499999046325684,2015-12-21
11仓,3.6500000953674316,2015-12-22
11仓,3.799999952316284,2015-12-23
11仓,3.950000047683716,2015-12-24
11仓,4.0,2015-12-25
11仓,4.0,2015-12-26
11仓,4.050000190734863,2015-12-27
11仓,4.150000095367432,2015-12-28
11仓,4.150000095367432,2015-12-29
11仓,4.150000095367432,2015-12-30
11仓,4.150000095367432,2015-12-31
11仓,4.199999809265137,2016-01-01
11仓,4.199999809265137,2016-01-02
11仓,4.199999809265137,2016-01-03
11仓,4.25,2016-01-04
11仓,4.25,2016-01-05
11仓,4.300000190734863,2016-01-06
11仓,4.300000190734863,2016-01-07
11仓,4.349999904632568,2016-01-08
11仓,4.399999618530273,2016-01-09
11仓,4.399999618530273,2016-01-10
11仓,4.5,2016-01-11
11仓,4.599999904632568,2016-01-12
11仓,4.599999904632568,2016-01-13
11仓,4.5,2016-01-14
11仓,4.599999904632568,2016-01-15
11仓,4.699999809265137,2016-01-16
11仓,4.699999809265137,2016-01-17
11仓,4.75,2016-01-18
11仓,4.75,2016-01-19
11仓,4.900000095367432,2016-01-20
11仓,4.900000095367432,2016-01-21
11仓,4.900000095367432,2016-01-22
11仓,4.949999809265137,2016-01-23
11仓,5.0,2016-01-24
11仓,5.050000190734863,2016-01-25
11仓,5.050000190734863,2016-01-26
11仓,5.099999904632568,2016-01-27
11仓,5.149999618530273,2016-01-28
11仓,5.149999618530273,2016-01-29
11仓,5.25,2016-01-30
11仓,5.300000190734863,2016-02-01
11仓,4.400000095367432,2016-02-02
11仓,5.449999809265137,2016-02-03
11仓,5.349999904632568,2016-02-04
11仓,5.349999904632568,2016-02-05
11仓,5.449999809265137,2016-02-06
11仓,5.349999904632568,2016-02-07
11仓,5.449999809265137,2016-02-08
11仓,5.550000190734863,2016-02-13
11仓,5.599999904632568,2016-02-14
11仓,5.699999809265137,2016-02-15
11仓,5.699999809265137,2016-02-16
11仓,5.699999809265137,2016-02-17
11仓,5.699999809265137,2016-02-18
11仓,5.650000095367432,2016-02-19
11仓,5.699999809265137,2016-02-20
11仓,5.650000095367432,2016-02-21
11仓,5.650000095367432,2016-02-22
11仓,5.699999809265137,2016-02-23
11仓,5.699999809265137,2016-02-24
11仓,5.699999809265137,2016-02-25
11仓,5.699999809265137,2016-02-26
11仓,5.699999809265137,2016-02-27
11仓,5.699999809265137,2016-02-28
11仓,5.75,2016-02-29
11仓,5.850000381469727,2016-03-01
11仓,5.850000381469727,2016-03-02
11仓,5.850000381469727,2016-03-03
11仓,5.850000381469727,2016-03-04
11仓,5.75,2016-03-05
11仓,5.850000381469727,2016-03-06
11仓,5.900000095367432,2016-03-07
11仓,5.900000095367432,2016-03-08
11仓,5.900000095367432,2016-03-09
11仓,5.900000095367432,2016-03-10
11仓,5.900000095367432,2016-03-11
11仓,5.900000095367432,2016-03-12
11仓,5.900000095367432,2016-03-13
11仓,5.900000095367432,2016-03-14
11仓,5.900000095367432,2016-03-15
11仓,5.900000095367432,2016-03-16
11仓,5.900000095367432,2016-03-17
11仓,5.900000095367432,2016-03-18
11仓,5.949999809265137,2016-03-19
11仓,5.949999809265137,2016-03-20
11仓,5.949999809265137,2016-03-21
11仓,5.949999809265137,2016-03-22
11仓,5.949999809265137,2016-03-23
11仓,5.949999809265137,2016-03-24
11仓,5.849999904632568,2016-03-25
11仓,5.849999904632568,2016-03-26
11仓,5.849999904632568,2016-03-27
11仓,5.849999904632568,2016-03-28
11仓,5.849999904632568,2016-03-29
11仓,6.0,2016-03-31
11仓,6.0,2016-04-01
11仓,5.899999618530273,2016-04-02
11仓,5.899999618530273,2016-04-04
11仓,5.899999618530273,2016-04-05
11仓,6.0,2016-04-06
11仓,5.899999618530273,2016-04-07
11仓,5.899999618530273,2016-04-08
11仓,5.899999618530273,2016-04-09
11仓,5.899999618530273,2016-04-11
11仓,6.0,2016-04-12
11仓,6.0,2016-04-13
11仓,6.0,2016-04-14
11仓,6.0,2016-04-15
11仓,6.0,2016-04-16
11仓,6.0,2016-04-17
11仓,5.849999904632568,2016-04-18
11仓,5.849999904632568,2016-04-19
11仓,5.849999904632568,2016-04-20
11仓,5.949999809265137,2016-04-21
11仓,5.949999809265137,2016-04-22
11仓,5.949999809265137,2016-04-23
11仓,5.949999809265137,2016-04-24
11仓,5.949999809265137,2016-04-25
11仓,5.949999809265137,2016-04-26
11仓,5.949999809265137,2016-04-27
11仓,5.900000095367432,2016-04-28
11仓,5.900000095367432,2016-04-30
11仓,5.949999809265137,2016-05-02
11仓,5.949999809265137,2016-05-03
11仓,5.949999809265137,2016-05-04
11仓,6.0,2016-05-05
11仓,6.0,2016-05-06
11仓,6.0,2016-05-07
11仓,6.0,2016-05-08
11仓,6.0,2016-05-09
11仓,6.0,2016-05-10
11仓,6.0,2016-05-11
11仓,6.0,2016-05-12
11仓,6.0,2016-05-13
11仓,6.0,2016-05-14
11仓,6.0,2016-05-16
11仓,6.0,2016-05-17
11仓,6.050000190734863,2016-05-18
11仓,6.050000190734863,2016-05-19
11仓,6.050000190734863,2016-05-20
11仓,6.099999904632568,2016-05-21
11仓,6.099999904632568,2016-05-22
11仓,6.099999904632568,2016-05-23
11仓,6.099999904632568,2016-05-24
11仓,6.199999809265137,2016-05-25
11仓,6.099999904632568,2016-05-26
11仓,6.099999904632568,2016-05-27
11仓,6.099999904632568,2016-05-28
11仓,6.099999904632568,2016-05-29
11仓,6.199999809265137,2016-05-30
11仓,6.199999809265137,2016-06-01
11仓,6.099999904632568,2016-06-02
11仓,6.099999904632568,2016-06-03
11仓,6.199999809265137,2016-06-04
11仓,6.199999809265137,2016-06-05
11仓,6.199999809265137,2016-06-06
11仓,6.199999809265137,2016-06-07
11仓,6.199999809265137,2016-06-08
11仓,6.199999809265137,2016-06-09
11仓,6.199999809265137,2016-06-10
11仓,6.199999809265137,2016-06-11
11仓,6.25,2016-06-12
11仓,6.199999809265137,2016-06-13
11仓,6.350000381469727,2016-06-14
11仓,6.300000190734863,2016-06-15
11仓,6.300000190734863,2016-06-16
11仓,6.300000190734863,2016-06-17
11仓,6.300000190734863,2016-06-18
11仓,6.300000190734863,2016-06-19
11仓,6.350000381469727,2016-06-20
11仓,6.449999809265137,2016-07-06
11仓,6.449999809265137,2016-07-07
11仓,6.5,2016-07-08
11仓,6.5,2016-07-09
11仓,24.049999237060547,2016-07-10
11仓,25.649999618530273,2016-07-11
11仓,25.100000381469727,2016-07-12
11仓,25.450000762939453,2016-07-13
11仓,25.799999237060547,2016-07-14
11仓,25.849998474121094,2016-07-15
11仓,25.299999237060547,2016-07-16
11仓,25.5,2016-07-17
11仓,26.0,2016-07-18
11仓,26.5,2016-07-19
11仓,26.700000762939453,2016-07-20
11仓,27.100000381469727,2016-07-21
11仓,27.849998474121094,2016-07-22
11仓,28.350000381469727,2016-07-23
11仓,29.100000381469727,2016-07-24
11仓,30.0,2016-07-25
11仓,30.700000762939453,2016-07-26
11仓,31.150001525878906,2016-07-27
11仓,31.5,2016-07-28
11仓,32.20000076293945,2016-07-29
11仓,32.75,2016-07-30
11仓,29.299999237060547,2016-07-31
11仓,29.25,2016-08-01
11仓,29.549999237060547,2016-08-02
11仓,29.100000381469727,2016-08-03
11仓,28.900001525878906,2016-08-04
11仓,28.549999237060547,2016-08-05
11仓,27.700000762939453,2016-08-06
11仓,27.5,2016-08-07
11仓,27.150001525878906,2016-08-08
11仓,27.049999237060547,2016-08-09
11仓,27.200000762939453,2016-08-10
11仓,27.450000762939453,2016-08-11
11仓,27.849998474121094,2016-08-12
11仓,28.200000762939453,2016-08-13
11仓,28.700000762939453,2016-08-14
11仓,29.0,2016-08-15
11仓,30.600000381469727,2016-08-16
11仓,29.100000381469727,2016-08-17
11仓,28.899999618530273,2016-08-18
11仓,29.100000381469727,2016-08-19
11仓,29.200000762939453,2016-08-20
11仓,28.950000762939453,2016-08-21
11仓,28.950000762939453,2016-08-22
11仓,28.799999237060547,2016-08-23
11仓,28.799999237060547,2016-08-24
11仓,28.799999237060547,2016-08-25
11仓,28.700000762939453,2016-08-26
11仓,27.799999237060547,2016-08-27
11仓,27.200000762939453,2016-08-28
11仓,27.200000762939453,2016-08-29
11仓,27.200000762939453,2016-08-30
11仓,26.200000762939453,2016-08-31
11仓,26.0,2016-09-01
11仓,25.150001525878906,2016-09-02
11仓,26.450000762939453,2016-09-03
11仓,26.600000381469727,2016-09-04
11仓,25.150001525878906,2016-09-05
11仓,25.700000762939453,2016-09-06
11仓,25.100000381469727,2016-09-07
11仓,25.200000762939453,2016-09-08
11仓,25.450000762939453,2016-09-09
11仓,28.0,2016-09-10
11仓,26.100000381469727,2016-09-11
11仓,25.899999618530273,2016-09-12
11仓,25.549999237060547,2016-09-14
11仓,25.549999237060547,2016-09-15
11仓,24.299999237060547,2016-09-18
11仓,21.649999618530273,2016-09-19
11仓,21.049999237060547,2016-09-20
11仓,22.200000762939453,2016-09-21
11仓,21.799999237060547,2016-09-22
11仓,22.849998474121094,2016-09-23
11仓,22.849998474121094,2016-09-24
11仓,22.950000762939453,2016-09-25
11仓,23.150001525878906,2016-09-26
11仓,44.45000076293945,2017-01-03
11仓,45.70000076293945,2017-01-04
11仓,46.54999923706055,2017-01-05
11仓,46.54999923706055,2017-01-06
11仓,46.5,2017-01-07
11仓,46.400001525878906,2017-01-09
11仓,46.95000076293945,2017-01-10
11仓,8.5,2017-01-11
11仓,5.288888931274414,2017-01-12
11仓,6.0,2017-01-13
11仓,2.5,2017-01-16
11仓,3.700000047683716,2017-01-17
11仓,5.0,2017-01-18
11仓,5.0,2017-01-19
11仓,2.25,2017-01-20
11仓,1.4500000476837158,2017-01-22
11仓,1.0,2017-01-23
11仓,2.1500000953674316,2017-01-24
11仓,2.3499999046325684,2017-01-25
11仓,2.549999952316284,2017-01-26
11仓,2.950000047683716,2017-01-27
11仓,3.25,2017-01-28
11仓,3.450000047683716,2017-01-30
11仓,3.25,2017-01-31
11仓,3.1500000953674316,2017-02-01
11仓,3.0,2017-02-03
11仓,3.1999998092651367,2017-02-04
11仓,3.5999999046325684,2017-02-06
11仓,3.6999998092651367,2017-02-07
11仓,3.5999999046325684,2017-02-08
11仓,3.5,2017-02-09
11仓,3.4499998092651367,2017-02-10
11仓,3.4000000953674316,2017-02-11
11仓,3.4499998092651367,2017-02-12
11仓,3.6500000953674316,2017-02-13
11仓,3.950000047683716,2017-02-14
11仓,4.300000190734863,2017-02-15
11仓,4.699999809265137,2017-02-16
11仓,5.099999904632568,2017-02-17
11仓,5.050000190734863,2017-02-20
11仓,5.149999618530273,2017-02-21
11仓,5.099999904632568,2017-02-22
11仓,5.0,2017-02-23
11仓,4.949999809265137,2017-02-25
11仓,5.100000381469727,2017-02-26
11仓,5.25,2017-02-27
11仓,5.349999904632568,2017-02-28
11仓,5.650000095367432,2017-03-01
11仓,5.899999618530273,2017-03-02
11仓,6.0,2017-03-03
11仓,6.300000190734863,2017-03-06
11仓,6.400000095367432,2017-03-07
11仓,6.5,2017-03-08
11仓,6.5,2017-03-09
11仓,6.649999618530273,2017-03-10
11仓,7.300000190734863,2017-03-13
11仓,7.25,2017-03-14
11仓,7.199999809265137,2017-03-15
11仓,7.25,2017-03-16
11仓,7.300000190734863,2017-03-17
11仓,7.5,2017-03-20
11仓,7.5,2017-03-21
11仓,7.5,2017-03-22
11仓,7.300000190734863,2017-03-24
11仓,7.399999618530273,2017-03-27
11仓,7.5,2017-03-28
11仓,7.800000190734863,2017-03-29
11仓,7.949999809265137,2017-03-30
11仓,8.0,2017-03-31
11仓,8.0,2017-04-01
11仓,9.050000190734863,2017-04-05
11仓,9.25,2017-04-06
11仓,9.5,2017-04-07
11仓,9.700000762939453,2017-04-09
11仓,9.600000381469727,2017-04-10
11仓,9.399999618530273,2017-04-11
11仓,9.350000381469727,2017-04-12
11仓,9.5,2017-04-13
11仓,11.050000190734863,2017-04-17
11仓,11.34999942779541,2017-04-18
11仓,11.550000190734863,2017-04-19
11仓,11.699999809265137,2017-04-20
11仓,11.899999618530273,2017-04-22
11仓,11.899999618530273,2017-04-24
11仓,12.050000190734863,2017-04-25
11仓,12.100000381469727,2017-04-26
11仓,12.100000381469727,2017-04-27
11仓,12.100000381469727,2017-04-28
11仓,20.5,2017-05-01
11仓,20.899999618530273,2017-05-02
11仓,20.700000762939453,2017-05-03
11仓,18.75,2017-05-06
11仓,19.150001525878906,2017-05-08
11仓,18.600000381469727,2017-05-09
11仓,18.049999237060547,2017-05-10
11仓,18.549999237060547,2017-05-11
11仓,19.150001525878906,2017-05-12
11仓,20.150001525878906,2017-05-15
11仓,19.950000762939453,2017-05-16
11仓,20.049999237060547,2017-05-17
11仓,21.299999237060547,2017-05-20
11仓,22.100000381469727,2017-05-23
11仓,21.200000762939453,2017-05-25
11仓,22.399999618530273,2017-05-28
11仓,23.600000381469727,2017-05-30
11仓,24.0,2017-05-31
11仓,24.75,2017-06-02
11仓,23.200000762939453,2017-06-13
11仓,23.200000762939453,2017-06-14
11仓,23.399999618530273,2017-06-15
11仓,23.600000381469727,2017-06-16
11仓,24.130882263183594,2017-06-17
11仓,24.329410552978516,2017-06-18
11仓,24.59705924987793,2017-06-19
11仓,25.027204513549805,2017-06-21
11仓,25.203678131103516,2017-06-22
11仓,25.280147552490234,2017-06-23
11仓,25.266176223754883,2017-06-24
11仓,25.464704513549805,2017-06-25
11仓,25.554410934448242,2017-06-26
11仓,25.679412841796875,2017-06-27
11仓,25.932353973388672,2017-06-28
11仓,26.160293579101562,2017-06-29
11仓,26.272794723510742,2017-06-30
11仓,26.0639705657959,2017-07-01
11仓,25.589706420898438,2017-07-02
11仓,25.455883026123047,2017-07-03
11仓,25.677942276000977,2017-07-04
11仓,26.041175842285156,2017-07-05
11仓,26.681617736816406,2017-07-08
11仓,26.68897247314453,2017-07-09
11仓,26.559558868408203,2017-07-11
11仓,27.056617736816406,2017-07-12
11仓,28.034557342529297,2017-07-15
11仓,28.97058868408203,2017-07-19
11仓,29.258089065551758,2017-07-20
11仓,29.58014678955078,2017-07-21
11仓,29.922794342041016,2017-07-22
11仓,30.311765670776367,2017-07-23
11仓,30.944852828979492,2017-07-24
11仓,31.300735473632812,2017-07-27
11仓,30.174999237060547,2017-08-01
11仓,29.62352752685547,2017-08-03
11仓,30.097061157226562,2017-08-08
11仓,29.35441017150879,2017-08-09
11仓,29.21323585510254,2017-08-10
11仓,29.366174697875977,2017-08-11
11仓,28.908824920654297,2017-08-13
11仓,28.679412841796875,2017-08-14
11仓,28.558822631835938,2017-08-15
11仓,28.697059631347656,2017-08-16
11仓,28.135295867919922,2017-08-21
11仓,28.49852752685547,2017-08-23
11仓,28.92353057861328,2017-08-27
11仓,27.830883026123047,2017-08-30
11仓,25.09191131591797,2017-09-10
13仓,4.649999618530273,2015-01-18
13仓,5.850000381469727,2015-01-19
13仓,4.800000190734863,2015-01-20
13仓,4.550000190734863,2015-01-21
13仓,4.599999904632568,2015-01-22
13仓,4.599999904632568,2015-01-23
13仓,5.0,2015-03-01
13仓,5.050000190734863,2015-03-02
13仓,5.150000095367432,2015-03-03
13仓,5.150000095367432,2015-03-04
13仓,4.246180534362793,2015-03-05
13仓,4.223958492279053,2015-03-06
13仓,4.235069274902344,2015-03-07
13仓,4.265277862548828,2015-03-08
13仓,4.299999713897705,2015-03-09
13仓,2.049999952316284,2015-03-10
13仓,2.049999952316284,2015-03-11
13仓,2.0999999046325684,2015-03-12
13仓,2.200000047683716,2015-03-13
13仓,2.200000047683716,2015-03-14
13仓,2.200000047683716,2015-03-16
13仓,2.25,2015-03-17
13仓,5.699999809265137,2015-03-18
13仓,5.800000190734863,2015-03-19
13仓,5.800000190734863,2015-03-20
13仓,5.800000190734863,2015-03-21
13仓,5.849999904632568,2015-03-22
13仓,5.899999618530273,2015-03-23
13仓,6.0,2015-03-24
13仓,6.0,2015-03-25
13仓,6.150000095367432,2015-03-26
13仓,6.100000381469727,2015-03-27
13仓,2.549999952316284,2015-03-29
13仓,2.549999952316284,2015-03-30
13仓,2.549999952316284,2015-03-31
13仓,6.300000190734863,2015-04-01
13仓,6.300000190734863,2015-04-02
13仓,6.399999618530273,2015-04-03
13仓,2.6999998092651367,2015-04-04
13仓,2.6999998092651367,2015-04-06
13仓,2.8000001907348633,2015-04-07
13仓,2.9000000953674316,2015-04-08
13仓,6.699999809265137,2015-04-09
13仓,6.699999809265137,2015-04-10
13仓,6.75,2015-04-11
13仓,6.699999809265137,2015-04-12
13仓,6.850000381469727,2015-04-13
13仓,6.850000381469727,2015-04-14
13仓,6.900000095367432,2015-04-15
13仓,3.049999952316284,2015-04-16
13仓,3.1500000953674316,2015-04-17
13仓,6.949999809265137,2015-04-18
13仓,7.050000190734863,2015-04-20
13仓,3.25,2015-04-21
13仓,3.299999952316284,2015-04-22
13仓,3.299999952316284,2015-04-23
13仓,3.3499999046325684,2015-04-24
13仓,3.3499999046325684,2015-04-25
13仓,3.4000000953674316,2015-04-26
13仓,3.4000000953674316,2015-04-27
13仓,7.299999713897705,2015-04-28
13仓,3.5,2015-04-29
13仓,3.6500000953674316,2015-04-30
13仓,3.6500000953674316,2015-05-01
13仓,3.8000001907348633,2015-05-04
13仓,3.8500001430511475,2015-05-05
13仓,3.8500001430511475,2015-05-06
13仓,7.600000381469727,2015-05-07
13仓,3.9000000953674316,2015-05-08
13仓,3.950000047683716,2015-05-09
13仓,4.050000190734863,2015-05-10
13仓,7.699999809265137,2015-05-11
13仓,4.150000095367432,2015-05-12
