date,0_days_air,10_days_air,10_days_grain,11_days_air,11_days_grain,1_days_air,2_days_air,3_days_air,4_days_air,5_days_air,6_days_air,7_days_air,7_days_grain,8_days_air,8_days_grain,9_days_air,9_days_grain,air_average,grain_average
2015-09-20,22.5,21.28,21.0,21.28,20.93,21.9,20.3,20.6,21.8,20.6,21.28,21.28,20.91,21.28,21.16,21.28,21.11,22.0,22.03618621826172
2015-09-21,22.0,21.39,21.11,21.39,21.0,22.5,21.9,20.3,20.6,21.8,20.6,21.39,20.94,21.39,20.91,21.39,21.16,21.5,22.243349075317386
2015-09-22,21.5,21.4,21.16,21.4,21.11,22.0,22.5,21.9,20.3,20.6,21.8,20.6,21.29,21.4,20.94,21.4,20.91,21.9,20.545019149780273
2015-09-23,21.9,21.46,20.91,21.46,21.16,21.5,22.0,22.5,21.9,20.3,20.6,21.8,21.63,20.6,21.29,21.46,20.94,21.5,21.55143928527832
2015-09-24,21.5,21.46,20.94,21.46,20.91,21.9,21.5,22.0,22.5,21.9,20.3,20.6,21.93,21.8,21.63,20.6,21.29,20.9,21.818435668945312
2015-09-25,20.9,20.6,21.29,21.41,20.94,21.5,21.9,21.5,22.0,22.5,21.9,20.3,21.82,20.6,21.93,21.8,21.63,22.5,21.94001579284668
2015-09-26,22.5,21.8,21.63,20.6,21.29,20.9,21.5,21.9,21.5,22.0,22.5,21.9,21.81,20.3,21.82,20.6,21.93,21.8,18.88594627380371
2015-09-27,21.8,20.6,21.93,21.8,21.63,22.5,20.9,21.5,21.9,21.5,22.0,22.5,22.04,21.9,21.81,20.3,21.82,20.2,16.91861915588379
2015-09-28,20.2,20.3,21.82,20.6,21.93,21.8,22.5,20.9,21.5,21.9,21.5,22.0,22.24,22.5,22.04,21.9,21.81,20.0,17.577802658081055
2015-09-29,20.0,21.9,21.81,20.3,21.82,20.2,21.8,22.5,20.9,21.5,21.9,21.5,20.55,22.0,22.24,22.5,22.04,21.5,18.595245361328125
2015-09-30,21.5,22.5,22.04,21.9,21.81,20.0,20.2,21.8,22.5,20.9,21.5,21.9,21.55,21.5,20.55,22.0,22.24,20.2,19.331838607788086
2015-10-01,20.2,22.0,22.24,22.5,22.04,21.5,20.0,20.2,21.8,22.5,20.9,21.5,21.82,21.9,21.55,21.5,20.55,19.8,19.504365921020508
2015-10-02,19.8,21.5,20.55,22.0,22.24,20.2,21.5,20.0,20.2,21.8,22.5,20.9,21.94,21.5,21.82,21.9,21.55,16.1,20.161510467529297
2015-10-03,16.1,21.9,21.55,21.5,20.55,19.8,20.2,21.5,20.0,20.2,21.8,22.5,18.89,20.9,21.94,21.5,21.82,19.1,19.93819999694824
2015-10-04,19.1,21.5,21.82,21.9,21.55,16.1,19.8,20.2,21.5,20.0,20.2,21.8,16.92,22.5,18.89,20.9,21.94,19.0,19.643108367919922
2015-10-05,19.0,20.9,21.94,21.5,21.82,19.1,16.1,19.8,20.2,21.5,20.0,20.2,17.58,21.8,16.92,22.5,18.89,20.1,19.938777923583984
2015-10-07,19.3,21.8,16.92,22.5,18.89,20.1,19.0,19.1,16.1,19.8,20.2,21.5,19.33,20.0,18.6,20.2,17.58,17.0,20.319223403930664
2015-10-08,17.0,20.2,17.58,21.8,16.92,19.3,20.1,19.0,19.1,16.1,19.8,20.2,19.5,21.5,19.33,20.0,18.6,18.1,20.16752052307129
2015-10-09,18.1,20.0,18.6,20.2,17.58,17.0,19.3,20.1,19.0,19.1,16.1,19.8,20.16,20.2,19.5,21.5,19.33,16.1,20.154253005981445
2015-10-10,16.1,21.5,19.33,20.0,18.6,18.1,17.0,19.3,20.1,19.0,19.1,16.1,19.94,19.8,20.16,20.2,19.5,15.1,20.243898391723636
2015-10-11,15.1,20.2,19.5,21.5,19.33,16.1,18.1,17.0,19.3,20.1,19.0,19.1,19.64,16.1,19.94,19.8,20.16,12.9,20.319734573364254
2015-10-12,12.9,19.8,20.16,20.2,19.5,15.1,16.1,18.1,17.0,19.3,20.1,19.0,19.94,19.1,19.64,16.1,19.94,14.1,20.339155197143555
2015-10-13,14.1,16.1,19.94,19.8,20.16,12.9,15.1,16.1,18.1,17.0,19.3,20.1,19.92,19.0,19.94,19.1,19.64,15.7,20.420366287231445
2015-10-14,15.7,19.1,19.64,16.1,19.94,14.1,12.9,15.1,16.1,18.1,17.0,19.3,20.32,20.1,19.96,19.0,19.94,16.5,20.526132583618164
2015-10-15,16.5,19.0,19.94,19.1,19.64,15.7,14.1,12.9,15.1,16.1,18.1,17.0,20.17,19.3,20.32,20.1,20.02,17.3,20.676645278930664
2015-10-17,17.7,19.3,20.32,20.1,20.22,17.3,16.5,15.7,14.1,12.9,15.1,16.1,20.24,18.1,20.15,17.0,20.17,17.3,21.06723022460937
2015-10-18,17.3,17.0,20.17,19.3,20.32,17.7,17.3,16.5,15.7,14.1,12.9,15.1,20.32,16.1,20.24,18.1,20.15,17.2,21.200069427490234
2015-10-19,17.2,18.1,20.15,17.0,20.17,17.3,17.7,17.3,16.5,15.7,14.1,12.9,20.34,15.1,20.32,16.1,20.24,15.9,21.273244857788086
2015-10-20,15.9,16.1,20.24,18.1,20.15,17.2,17.3,17.7,17.3,16.5,15.7,14.1,20.42,12.9,20.34,15.1,20.32,17.0,21.402463912963867
2015-10-21,17.0,15.1,20.32,16.1,20.24,15.9,17.2,17.3,17.7,17.3,16.5,15.7,20.53,14.1,20.42,12.9,20.34,17.8,21.72162628173828
2015-10-22,17.8,12.9,20.34,15.1,20.32,17.0,15.9,17.2,17.3,17.7,17.3,16.5,20.68,15.7,20.53,14.1,20.42,17.7,21.82170295715332
2015-10-23,17.7,14.1,20.42,12.9,20.34,17.8,17.0,15.9,17.2,17.3,17.7,17.3,20.49,16.5,20.68,15.7,20.53,17.4,21.8599853515625
2015-10-25,18.1,16.5,20.68,15.7,20.53,17.4,17.7,17.8,17.0,15.9,17.2,17.3,21.2,17.7,21.07,17.3,20.87,18.2,22.051382064819336
2015-10-26,18.2,17.3,21.06,16.5,20.68,18.1,17.4,17.7,17.8,17.0,15.9,17.2,21.27,17.3,21.2,17.7,21.07,16.2,22.1743106842041
2015-10-27,16.2,17.7,21.07,17.3,21.24,18.2,18.1,17.4,17.7,17.8,17.0,15.9,21.4,17.2,21.27,17.3,21.2,13.6,22.16571044921875
2015-10-28,13.6,17.3,21.2,17.7,21.07,16.2,18.2,18.1,17.4,17.7,17.8,17.0,21.72,15.9,21.4,17.2,21.27,12.5,22.09304618835449
2015-10-29,12.5,17.2,21.27,17.3,21.2,13.6,16.2,18.2,18.1,17.4,17.7,17.8,21.82,17.0,21.72,15.9,21.4,14.6,22.11131477355957
