barn9,0.8592126666666667
barn30,0.8684124583333332
barn5,0.8280048333333333
barn11,0.88468775
barn23,0.894160875
barn32,0.7086376666666666
barn21,0.7160355833333334
barn17,0.7825374583333332
barn19,0.6935687916666667
barn13,0.8810269166666668
barn24,0.8013462916666666
barn2,0.8809442916666667
barn7,0.8953148333333334
barn22,0.0
barn3,0.8807219583333333
barn34,0.8224367916666667
barn14,0.9053485416666666
barn35,0.4419336583333333
barn6,0.8374700833333333
barn18,0.7882666666666666
barn29,0.8665668333333333
