date,city,average,max,min,rain
2016-11-11,南京,12.0,18.3,6.3,0.0
2016-11-12,南京,13.4,18.4,10.3,0.0
2016-11-13,南京,16.3,21.0,11.7,0.0
2016-11-14,南京,17.0,22.0,13.9,0.0
2016-11-15,南京,14.5,18.2,12.9,0.0
2016-11-16,南京,13.3,16.8,10.1,0.0
2016-11-17,南京,13.8,14.5,13.1,12.6
2016-11-18,南京,15.6,17.3,13.8,13.3
2016-11-19,南京,17.3,18.0,16.5,0.2
2016-11-20,南京,15.5,17.2,15.2,1.1
2016-11-21,南京,15.0,16.4,14.0,19.7
2016-11-22,南京,6.4,14.8,4.4,3.8
2016-11-23,南京,0.4,2.0,0.0,10.2
2016-11-24,南京,0.7,3.8,-2.0,0.0
2016-11-25,南京,4.5,7.1,1.3,0.0
2016-11-26,南京,5.5,9.7,4.0,14.6
2016-11-27,南京,6.9,14.0,2.5,0.0
2016-11-28,南京,7.4,13.0,3.4,0.0
2016-11-29,南京,8.2,11.4,5.2,0.0
2016-11-30,南京,9.0,12.0,7.1,0.8
2016-12-01,南京,9.2,14.9,4.1,0.0
2016-12-02,南京,9.6,13.8,6.2,0.0
2016-12-03,南京,9.8,14.6,5.8,0.0
2016-12-04,南京,11.8,17.6,8.5,0.9
2016-12-05,南京,10.9,19.5,5.8,0.0
2016-12-06,南京,6.4,11.1,2.3,0.0
2016-12-07,南京,8.1,15.4,2.5,0.0
2016-12-08,南京,10.1,17.7,4.3,0.0
2016-12-09,南京,9.6,13.1,6.3,0.0
2016-12-10,南京,8.6,12.0,6.3,0.0
2016-12-11,南京,8.5,12.1,5.5,0.0
2016-12-12,南京,10.9,14.4,8.1,0.3
2016-12-13,南京,9.5,11.9,9.4,11.0
2016-12-14,南京,4.0,7.7,2.7,0.1
2016-12-15,南京,2.4,7.6,-1.1,0.0
2016-12-16,南京,3.2,9.5,0.0,0.0
2016-12-17,南京,4.8,12.5,-0.4,0.0
2016-12-18,南京,8.2,15.1,3.3,0.0
2016-12-19,南京,11.7,17.8,6.1,0.0
2016-12-20,南京,10.3,12.5,8.2,5.2
2016-12-21,南京,10.1,11.6,10.2,28.1
2016-12-22,南京,8.1,11.1,7.0,0.0
2016-12-23,南京,5.9,10.9,2.7,0.0
2016-12-24,南京,5.8,7.9,3.5,0.0
2016-12-25,南京,8.0,9.2,7.0,11.4
2016-12-26,南京,7.5,9.2,7.6,8.8
2016-12-27,南京,3.6,5.7,2.9,0.0
2016-12-28,南京,1.5,5.7,-2.5,0.0
2016-12-29,南京,1.7,6.4,-0.8,0.0
2016-12-30,南京,3.1,8.9,-0.4,0.0
2016-12-31,南京,4.9,12.1,-0.1,0.0
2017-01-01,南京,8.3,12.6,4.2,0.0
2017-01-02,南京,9.9,14.0,8.5,0.0
2017-01-12,南京,6.4,9.6,5.0,0.0
2017-01-13,南京,5.5,11.5,1.7,0.0
2017-01-14,南京,3.3,7.4,-0.4,0.0
2017-01-15,南京,2.8,6.3,0.5,0.0
2017-01-16,南京,2.8,7.2,-0.7,0.0
2017-01-17,南京,4.7,7.6,2.0,0.0
2017-01-18,南京,5.8,6.7,5.5,3.7
2017-01-19,南京,6.0,7.0,4.9,0.1
2017-01-20,南京,1.0,6.1,-0.9,0.0
2017-01-21,南京,1.3,7.6,-4.6,0.0
2017-01-22,南京,2.2,7.2,-2.1,0.0
2017-01-23,南京,2.4,7.4,-1.4,0.0
2017-01-24,南京,3.5,8.2,-0.7,0.0
2017-01-25,南京,5.6,10.4,2.8,0.0
2017-01-26,南京,6.5,15.1,0.7,0.0
2017-01-27,南京,6.0,8.9,3.3,0.0
2017-01-28,南京,7.9,14.0,2.9,0.0
2017-01-29,南京,7.7,10.0,7.6,0.4
2017-01-30,南京,1.2,5.2,-1.1,0.0
2017-01-31,南京,1.7,5.9,-2.5,0.0
2017-02-01,南京,2.5,5.2,1.4,0.0
2017-02-02,南京,3.3,6.7,0.3,0.0
2017-02-03,南京,4.5,5.4,3.6,3.0
2017-02-04,南京,6.2,8.1,4.8,0.1
2017-02-05,南京,7.6,11.9,6.3,0.0
2017-02-06,南京,6.0,9.7,3.2,0.0
2017-02-07,南京,4.2,7.2,1.0,0.0
2017-02-08,南京,1.8,5.9,1.2,6.3
2017-02-09,南京,2.3,5.8,-0.1,0.0
2017-02-10,南京,2.6,6.7,-2.3,0.0
2017-02-11,南京,3.3,9.6,-3.0,0.0
2017-02-12,南京,4.6,13.0,-2.3,0.0
2017-02-13,南京,7.7,16.2,1.6,0.0
2017-02-14,南京,9.8,15.6,5.4,0.0
2017-02-15,南京,10.3,18.4,4.9,0.0
2017-02-16,南京,12.6,21.2,7.5,1.2
2017-02-17,南京,8.3,15.0,7.4,0.0
2017-02-18,南京,7.2,14.2,2.2,0.0
2017-02-19,南京,12.0,21.9,4.4,0.0
2017-02-20,南京,8.7,16.9,5.4,2.9
2017-02-21,南京,4.8,8.0,1.7,0.1
2017-02-22,南京,3.4,7.7,2.0,25.2
2017-02-23,南京,3.5,7.1,0.8,0.0
2017-02-24,南京,5.3,11.2,0.6,0.0
2017-02-25,南京,6.7,13.3,0.4,0.0
2017-02-26,南京,9.2,15.3,5.1,0.0
2017-02-27,南京,9.3,16.0,4.7,0.0
2017-02-28,南京,10.8,16.6,5.3,0.0
2017-03-01,南京,10.9,16.5,7.4,0.1
2017-03-02,南京,6.2,12.0,-0.3,0.0
2017-03-03,南京,9.0,16.0,1.9,0.0
2017-03-04,南京,12.2,18.8,4.8,0.0
2017-03-05,南京,13.0,16.7,9.8,1.2
2017-03-06,南京,8.6,14.5,4.3,0.0
2017-03-07,南京,9.3,15.8,2.5,0.0
2017-03-08,南京,8.6,14.4,2.4,0.0
2017-03-09,南京,10.5,18.6,2.9,0.0
2017-03-10,南京,13.8,19.1,10.1,0.0
2017-03-11,南京,12.7,18.5,9.2,0.0
2017-03-12,南京,11.7,14.9,10.5,6.9
2017-03-14,南京,8.5,13.6,2.3,0.0
2017-03-15,南京,9.9,15.2,4.0,0.0
2017-03-16,南京,10.3,13.6,8.0,0.0
2017-03-17,南京,9.8,14.3,5.4,0.0
2017-03-18,南京,9.6,11.6,7.9,0.7
2017-03-19,南京,9.2,11.1,7.9,1.3
2017-03-20,南京,9.0,10.3,8.4,8.0
2017-03-21,南京,10.9,15.6,8.0,0.2
2017-03-22,南京,7.5,11.6,7.2,6.4
2017-03-23,南京,7.9,9.1,6.9,0.3
2017-03-24,南京,7.8,9.3,6.7,13.3
2017-03-25,南京,10.5,14.9,5.7,0.0
2017-03-26,南京,12.0,18.5,5.5,0.0
2017-03-28,南京,15.7,22.1,10.3,0.0
2017-03-29,南京,12.9,19.0,9.1,0.0
2017-03-30,南京,10.5,13.6,9.4,6.5
2017-03-31,南京,11.5,16.4,7.3,5.6
2017-04-01,南京,12.6,18.7,6.3,0.0
2017-04-02,南京,15.4,22.7,7.8,0.0
2017-04-03,南京,17.2,24.5,10.0,0.0
2017-04-04,南京,17.5,21.5,14.4,0.0
2017-04-05,南京,16.7,19.3,14.1,2.4
2017-04-06,南京,15.8,18.1,14.8,16.6
2017-04-07,南京,16.0,18.9,13.7,0.3
2017-04-08,南京,17.5,21.2,15.3,0.0
2017-04-09,南京,11.6,18.6,10.7,47.8
2017-04-10,南京,8.2,11.6,7.3,13.3
2017-04-11,南京,11.1,16.2,7.5,1.0
2017-04-12,南京,14.8,20.0,11.1,0.0
2017-04-13,南京,16.3,23.9,8.6,0.0
2017-04-14,南京,20.3,27.6,12.6,0.0
2017-04-15,南京,22.2,29.5,14.1,0.0
2017-04-16,南京,23.5,30.1,18.9,23.6
2017-04-17,南京,21.1,25.2,17.4,10.8
2017-04-19,南京,19.9,27.0,13.6,0.0
2017-04-20,南京,19.5,21.8,18.0,0.1
2017-04-21,南京,19.5,23.0,16.5,0.0
2017-04-22,南京,16.8,22.3,11.3,0.0
2017-04-23,南京,18.1,23.9,11.7,0.0
2017-04-24,南京,20.1,27.5,13.0,0.0
2017-04-25,南京,19.8,23.0,17.9,0.8
2017-04-26,南京,17.1,19.4,15.6,1.2
2017-04-27,南京,17.1,22.6,12.5,0.0
2017-04-28,南京,19.0,26.1,10.7,0.0
2017-04-29,南京,22.5,28.9,15.6,0.0
2017-04-30,南京,22.7,29.3,14.3,0.0
2017-05-01,南京,22.6,29.5,18.5,0.0
2017-05-02,南京,17.5,21.2,16.0,4.9
2017-05-03,南京,19.0,22.0,16.8,0.0
2017-05-04,南京,19.0,20.5,18.0,24.5
2017-05-05,南京,20.7,25.6,17.8,0.0
2017-05-06,南京,20.7,25.3,16.9,0.0
2017-05-07,南京,22.5,26.6,19.2,0.0
2017-05-08,南京,16.6,22.3,14.3,7.9
2017-05-09,南京,18.9,24.3,14.7,0.1
2017-05-12,南京,21.0,24.6,18.0,28.6
2017-05-14,南京,23.7,28.3,19.9,0.0
2017-05-15,南京,20.0,23.1,18.0,0.0
2017-05-16,南京,21.4,25.4,16.8,0.0
2017-05-17,南京,21.9,27.6,15.5,0.0
2017-05-18,南京,23.5,30.0,17.2,0.0
2017-05-19,南京,22.6,26.4,19.2,0.0
2017-05-20,南京,24.6,31.0,18.7,0.0
2017-05-21,南京,24.6,29.7,20.2,0.0
2017-05-22,南京,24.9,30.0,20.1,0.0
2017-05-23,南京,21.5,25.8,21.3,14.1
2017-05-24,南京,20.8,25.2,17.3,0.3
2017-05-25,南京,23.4,30.1,16.1,0.0
2017-05-26,南京,23.8,29.3,17.1,0.0
2017-05-27,南京,26.1,33.0,19.6,0.0
2017-05-28,南京,27.1,33.8,20.3,0.0
2017-05-29,南京,26.6,33.3,19.7,0.0
2017-05-30,南京,26.0,30.3,21.3,0.0
2017-05-31,南京,28.2,33.0,23.6,0.0
2017-06-01,南京,29.6,33.9,24.8,0.0
2017-06-02,南京,26.4,30.9,22.4,0.0
2017-06-03,南京,26.3,32.0,21.5,0.0
2017-06-04,南京,24.6,29.9,18.9,0.0
2017-06-05,南京,19.0,26.1,16.2,21.4
2017-06-06,南京,20.4,23.7,16.1,3.1
2017-06-07,南京,23.0,28.4,18.3,0.0
2017-06-09,南京,27.0,32.4,22.5,0.0
2017-06-10,南京,22.7,25.0,21.4,245.3
2017-06-11,南京,24.7,29.0,21.6,0.4
2017-07-06,南京,29.5,34.0,26.1,0.0
2017-07-08,南京,28.7,31.0,26.1,0.4
2017-07-19,南京,32.6,35.9,28.9,0.0
2017-07-28,南京,33.8,38.2,29.5,0.0
2017-09-06,南京,23.6,25.9,22.8,4.0
2017-09-10,南京,25.9,30.0,23.6,5.6
