date,0_days_air,10_days_air,10_days_grain,1_days_air,2_days_air,3_days_air,4_days_air,5_days_air,6_days_air,7_days_air,8_days_air,9_days_air,air_average,grain_average
2015-09-20,22.5,21.28,17.37,21.9,20.3,20.6,21.8,20.6,21.28,21.28,21.28,21.28,22.0,18.18002700805664
2015-09-21,22.0,21.39,17.5,22.5,21.9,20.3,20.6,21.8,20.6,21.39,21.39,21.39,21.5,18.60972213745117
2015-09-22,21.5,21.4,17.61,22.0,22.5,21.9,20.3,20.6,21.8,20.6,21.4,21.4,21.9,18.693056106567386
2015-09-23,21.9,21.46,17.69,21.5,22.0,22.5,21.9,20.3,20.6,21.8,20.6,21.46,21.5,18.7319450378418
2015-09-24,21.5,21.46,17.73,21.9,21.5,22.0,22.5,21.9,20.3,20.6,21.8,20.6,20.9,18.83333396911621
2015-09-25,20.9,20.6,17.77,21.5,21.9,21.5,22.0,22.5,21.9,20.3,20.6,21.8,22.5,18.908334732055664
2015-09-26,22.5,21.8,17.89,20.9,21.5,21.9,21.5,22.0,22.5,21.9,20.3,20.6,21.8,18.68594741821289
2015-09-27,21.8,20.6,17.93,22.5,20.9,21.5,21.9,21.5,22.0,22.5,21.9,20.3,20.2,18.800989151000977
2015-09-28,20.2,20.3,18.03,21.8,22.5,20.9,21.5,21.9,21.5,22.0,22.5,21.9,20.0,18.88141632080078
2015-09-29,20.0,21.9,18.12,20.2,21.8,22.5,20.9,21.5,21.9,21.5,22.0,22.5,21.5,18.937671661376953
2015-09-30,21.5,22.5,18.18,20.0,20.2,21.8,22.5,20.9,21.5,21.9,21.5,22.0,20.2,18.99807357788086
2015-10-01,20.2,22.0,18.61,21.5,20.0,20.2,21.8,22.5,20.9,21.5,21.9,21.5,19.8,19.08025550842285
2015-10-02,19.8,21.5,18.69,20.2,21.5,20.0,20.2,21.8,22.5,20.9,21.5,21.9,16.1,19.16939353942871
2015-10-03,16.1,21.9,18.73,19.8,20.2,21.5,20.0,20.2,21.8,22.5,20.9,21.5,19.1,19.192426681518555
2015-10-04,19.1,21.5,18.83,16.1,19.8,20.2,21.5,20.0,20.2,21.8,22.5,20.9,19.0,19.273101806640625
2015-10-05,19.0,20.9,18.91,19.1,16.1,19.8,20.2,21.5,20.0,20.2,21.8,22.5,20.1,19.346004486083984
2015-10-07,19.3,21.8,18.8,20.1,19.0,19.1,16.1,19.8,20.2,21.5,20.0,20.2,17.0,19.547555923461914
2015-10-08,17.0,20.2,18.88,19.3,20.1,19.0,19.1,16.1,19.8,20.2,21.5,20.0,18.1,19.61918067932129
2015-10-09,18.1,20.0,18.94,17.0,19.3,20.1,19.0,19.1,16.1,19.8,20.2,21.5,16.1,19.69993019104004
2015-10-10,16.1,21.5,19.0,18.1,17.0,19.3,20.1,19.0,19.1,16.1,19.8,20.2,15.1,19.775453567504886
2015-10-11,15.1,20.2,19.08,16.1,18.1,17.0,19.3,20.1,19.0,19.1,16.1,19.8,12.9,19.869028091430664
2015-10-12,12.9,19.8,19.17,15.1,16.1,18.1,17.0,19.3,20.1,19.0,19.1,16.1,14.1,19.9602165222168
2015-10-13,14.1,16.1,19.19,12.9,15.1,16.1,18.1,17.0,19.3,20.1,19.0,19.1,15.7,40.29565048217773
2015-10-14,15.7,19.1,19.27,14.1,12.9,15.1,16.1,18.1,17.0,19.3,20.1,19.0,16.5,20.43889045715332
2015-10-15,16.5,19.0,19.35,15.7,14.1,12.9,15.1,16.1,18.1,17.0,19.3,20.1,17.3,20.52083396911621
2015-10-17,17.7,19.3,19.55,17.3,16.5,15.7,14.1,12.9,15.1,16.1,18.1,17.0,17.3,15.720833778381348
2015-10-18,17.3,17.0,19.62,17.7,17.3,16.5,15.7,14.1,12.9,15.1,16.1,18.1,17.2,12.369444847106935
2015-10-19,17.2,18.1,19.7,17.3,17.7,17.3,16.5,15.7,14.1,12.9,15.1,16.1,15.9,12.376388549804688
2015-10-20,15.9,16.1,19.78,17.2,17.3,17.7,17.3,16.5,15.7,14.1,12.9,15.1,17.0,11.552090644836426
2015-10-21,17.0,15.1,19.87,15.9,17.2,17.3,17.7,17.3,16.5,15.7,14.1,12.9,17.8,13.39861011505127
2015-10-22,17.8,12.9,19.96,17.0,15.9,17.2,17.3,17.7,17.3,16.5,15.7,14.1,17.7,16.145832061767578
2015-10-23,17.7,14.1,40.3,17.8,17.0,15.9,17.2,17.3,17.7,17.3,16.5,15.7,17.4,16.15138816833496
2015-10-25,18.1,16.5,20.52,17.4,17.7,17.8,17.0,15.9,17.2,17.3,17.7,17.3,18.2,16.096551895141598
2015-10-27,16.2,17.7,15.72,18.2,18.1,17.4,17.7,17.8,17.0,15.9,17.2,17.3,13.6,16.179166793823242
2015-10-28,13.6,17.3,12.37,16.2,18.2,18.1,17.4,17.7,17.8,17.0,15.9,17.2,12.5,16.612499237060547
2015-10-29,12.5,17.2,12.38,13.6,16.2,18.2,18.1,17.4,17.7,17.8,17.0,15.9,14.6,17.887500762939453
2015-10-30,14.6,15.9,11.55,12.5,13.6,16.2,18.2,18.1,17.4,17.7,17.8,17.0,11.9,18.09583282470703
2015-10-31,11.9,17.0,13.4,14.6,12.5,13.6,16.2,18.2,18.1,17.4,17.7,17.8,10.3,16.086111068725586
2015-11-01,10.3,17.8,16.15,11.9,14.6,12.5,13.6,16.2,18.2,18.1,17.4,17.7,11.5,15.765277862548828
2015-11-02,11.5,17.7,16.15,10.3,11.9,14.6,12.5,13.6,16.2,18.2,18.1,17.4,11.0,14.440277099609375
2015-11-04,11.5,18.1,16.1,11.0,11.5,10.3,11.9,14.6,12.5,13.6,16.2,18.2,16.2,14.355555534362793
2015-11-05,16.2,18.2,16.16,11.5,11.0,11.5,10.3,11.9,14.6,12.5,13.6,16.2,17.4,14.390276908874512
2015-11-06,17.4,16.2,16.18,16.2,11.5,11.0,11.5,10.3,11.9,14.6,12.5,13.6,19.7,14.420833587646484
2015-11-07,19.7,13.6,16.61,17.4,16.2,11.5,11.0,11.5,10.3,11.9,14.6,12.5,12.4,14.440278053283693
2015-11-09,10.1,14.6,18.1,12.4,19.7,17.4,16.2,11.5,11.0,11.5,10.3,11.9,9.2,14.494444847106935
2015-11-10,9.2,11.9,16.09,10.1,12.4,19.7,17.4,16.2,11.5,11.0,11.5,10.3,8.8,14.509723663330078
2015-11-11,8.8,10.3,15.77,9.2,10.1,12.4,19.7,17.4,16.2,11.5,11.0,11.5,11.3,14.536110877990724
2015-11-12,11.3,11.5,14.44,8.8,9.2,10.1,12.4,19.7,17.4,16.2,11.5,11.0,11.0,14.55138874053955
2015-11-13,11.0,11.0,14.33,11.3,8.8,9.2,10.1,12.4,19.7,17.4,16.2,11.5,11.9,14.56805419921875
2015-11-14,11.9,11.5,14.36,11.0,11.3,8.8,9.2,10.1,12.4,19.7,17.4,16.2,11.5,14.590277671813965
2015-11-15,11.5,16.2,14.39,11.9,11.0,11.3,8.8,9.2,10.1,12.4,19.7,17.4,11.9,14.612499237060547
2015-11-16,11.9,17.4,14.42,11.5,11.9,11.0,11.3,8.8,9.2,10.1,12.4,19.7,13.0,14.62916660308838
2015-11-17,13.0,19.7,14.44,11.9,11.5,11.9,11.0,11.3,8.8,9.2,10.1,12.4,11.6,14.64305591583252
2015-11-19,10.3,10.1,14.49,11.6,13.0,11.9,11.5,11.9,11.0,11.3,8.8,9.2,9.4,14.6819429397583
2015-11-20,9.4,9.2,14.51,10.3,11.6,13.0,11.9,11.5,11.9,11.0,11.3,8.8,11.1,14.68333339691162
2015-11-21,11.1,8.8,14.54,9.4,10.3,11.6,13.0,11.9,11.5,11.9,11.0,11.3,12.9,14.708333015441895
2015-11-22,12.9,11.3,14.55,11.1,9.4,10.3,11.6,13.0,11.9,11.5,11.9,11.0,13.7,14.72222137451172
2015-11-23,13.7,11.0,14.57,12.9,11.1,9.4,10.3,11.6,13.0,11.9,11.5,11.9,9.7,14.73194408416748
2015-11-24,9.7,11.9,14.59,13.7,12.9,11.1,9.4,10.3,11.6,13.0,11.9,11.5,2.0,14.737499237060547
2015-11-25,2.0,11.5,14.61,9.7,13.7,12.9,11.1,9.4,10.3,11.6,13.0,11.9,-0.2,14.73611068725586
2015-11-26,-0.2,11.9,14.63,2.0,9.7,13.7,12.9,11.1,9.4,10.3,11.6,13.0,-2.4,14.747222900390625
2015-11-27,-2.4,13.0,14.64,-0.2,2.0,9.7,13.7,12.9,11.1,9.4,10.3,11.6,-1.4,14.761112213134766
2015-11-28,-1.4,11.6,14.67,-2.4,-0.2,2.0,9.7,13.7,12.9,11.1,9.4,10.3,4.1,14.75416660308838
2015-11-29,4.1,10.3,14.68,-1.4,-2.4,-0.2,2.0,9.7,13.7,12.9,11.1,9.4,6.7,14.73194408416748
2015-11-30,6.7,9.4,14.68,4.1,-1.4,-2.4,-0.2,2.0,9.7,13.7,12.9,11.1,7.3,14.73611068725586
2015-12-01,7.3,11.1,14.71,6.7,4.1,-1.4,-2.4,-0.2,2.0,9.7,13.7,12.9,11.3,14.74583339691162
2015-12-02,11.3,12.9,14.72,7.3,6.7,4.1,-1.4,-2.4,-0.2,2.0,9.7,13.7,8.7,14.741665840148926
2015-12-03,8.7,13.7,14.73,11.3,7.3,6.7,4.1,-1.4,-2.4,-0.2,2.0,9.7,3.7,14.747222900390625
2015-12-04,3.7,9.7,14.74,8.7,11.3,7.3,6.7,4.1,-1.4,-2.4,-0.2,2.0,2.8,14.72499942779541
2015-12-05,2.8,2.0,14.74,3.7,8.7,11.3,7.3,6.7,4.1,-1.4,-2.4,-0.2,2.9,14.729166984558105
2015-12-06,2.9,-0.2,14.75,2.8,3.7,8.7,11.3,7.3,6.7,4.1,-1.4,-2.4,4.7,14.719444274902346
2015-12-07,4.7,-2.4,14.76,2.9,2.8,3.7,8.7,11.3,7.3,6.7,4.1,-1.4,3.8,14.71250057220459
2015-12-08,3.8,-1.4,14.75,4.7,2.9,2.8,3.7,8.7,11.3,7.3,6.7,4.1,5.9,14.69861125946045
2015-12-09,5.9,4.1,14.73,3.8,4.7,2.9,2.8,3.7,8.7,11.3,7.3,6.7,9.2,14.68194580078125
2015-12-10,9.2,6.7,14.74,5.9,3.8,4.7,2.9,2.8,3.7,8.7,11.3,7.3,10.0,14.669445037841795
2015-12-11,10.0,7.3,14.75,9.2,5.9,3.8,4.7,2.9,2.8,3.7,8.7,11.3,5.1,14.641666412353516
2015-12-12,5.1,11.3,14.74,10.0,9.2,5.9,3.8,4.7,2.9,2.8,3.7,8.7,2.7,14.629165649414062
2015-12-13,2.7,8.7,14.75,5.1,10.0,9.2,5.9,3.8,4.7,2.9,2.8,3.7,3.0,14.615277290344238
2015-12-14,3.0,3.7,14.72,2.7,5.1,10.0,9.2,5.9,3.8,4.7,2.9,2.8,3.2,14.598610877990724
2015-12-15,3.2,2.8,14.73,3.0,2.7,5.1,10.0,9.2,5.9,3.8,4.7,2.9,3.5,14.576388359069824
2015-12-16,3.5,2.9,14.72,3.2,3.0,2.7,5.1,10.0,9.2,5.9,3.8,4.7,1.1,14.55833339691162
2015-12-17,1.1,4.7,14.71,3.5,3.2,3.0,2.7,5.1,10.0,9.2,5.9,3.8,-1.0,14.523612022399902
2015-12-18,-1.0,3.8,14.7,1.1,3.5,3.2,3.0,2.7,5.1,10.0,9.2,5.9,-0.8,14.51805591583252
2015-12-19,-0.8,5.9,14.68,-1.0,1.1,3.5,3.2,3.0,2.7,5.1,10.0,9.2,1.4,14.49166774749756
2015-12-20,1.4,9.2,14.67,-0.8,-1.0,1.1,3.5,3.2,3.0,2.7,5.1,10.0,3.4,14.452777862548828
2015-12-21,3.4,10.0,14.64,1.4,-0.8,-1.0,1.1,3.5,3.2,3.0,2.7,5.1,2.2,14.434722900390625
2015-12-22,2.2,5.1,14.63,3.4,1.4,-0.8,-1.0,1.1,3.5,3.2,3.0,2.7,5.9,14.404167175292967
2015-12-23,5.9,2.7,14.62,2.2,3.4,1.4,-0.8,-1.0,1.1,3.5,3.2,3.0,7.5,14.383334159851074
2015-12-24,7.5,3.0,14.6,5.9,2.2,3.4,1.4,-0.8,-1.0,1.1,3.5,3.2,6.1,14.344444274902346
2015-12-25,6.1,3.2,14.58,7.5,5.9,2.2,3.4,1.4,-0.8,-1.0,1.1,3.5,3.9,14.32361125946045
2015-12-26,3.9,3.5,14.56,6.1,7.5,5.9,2.2,3.4,1.4,-0.8,-1.0,1.1,5.5,14.309721946716307
2015-12-27,5.5,1.1,14.52,3.9,6.1,7.5,5.9,2.2,3.4,1.4,-0.8,-1.0,3.1,14.291666984558105
2015-12-28,3.1,-1.0,14.52,5.5,3.9,6.1,7.5,5.9,2.2,3.4,1.4,-0.8,0.7,14.262500762939453
2015-12-29,0.7,-0.8,14.49,3.1,5.5,3.9,6.1,7.5,5.9,2.2,3.4,1.4,1.7,14.234722137451172
2015-12-30,1.7,1.4,14.45,0.7,3.1,5.5,3.9,6.1,7.5,5.9,2.2,3.4,2.8,14.21250057220459
2015-12-31,2.8,3.4,14.43,1.7,0.7,3.1,5.5,3.9,6.1,7.5,5.9,2.2,0.6,13.979166984558105
2016-01-01,0.6,2.2,14.4,2.8,1.7,0.7,3.1,5.5,3.9,6.1,7.5,5.9,4.4,13.968055725097654
2016-01-02,4.4,5.9,14.38,0.6,2.8,1.7,0.7,3.1,5.5,3.9,6.1,7.5,7.4,13.959721565246582
2016-01-03,7.4,7.5,14.34,4.4,0.6,2.8,1.7,0.7,3.1,5.5,3.9,6.1,7.5,13.959721565246582
2016-01-04,7.5,6.1,14.32,7.4,4.4,0.6,2.8,1.7,0.7,3.1,5.5,3.9,7.1,14.149998664855955
2016-01-05,7.1,3.9,14.31,7.5,7.4,4.4,0.6,2.8,1.7,0.7,3.1,5.5,5.8,14.165276527404785
2016-01-06,5.8,5.5,14.29,7.1,7.5,7.4,4.4,0.6,2.8,1.7,0.7,3.1,5.7,14.190277099609375
2016-01-07,5.7,3.1,14.26,5.8,7.1,7.5,7.4,4.4,0.6,2.8,1.7,0.7,2.3,14.218055725097654
2016-01-08,2.3,0.7,14.23,5.7,5.8,7.1,7.5,7.4,4.4,0.6,2.8,1.7,-0.1,14.240279197692873
2016-01-09,-0.1,1.7,14.21,2.3,5.7,5.8,7.1,7.5,7.4,4.4,0.6,2.8,1.3,14.290278434753418
2016-01-10,1.3,2.8,13.98,-0.1,2.3,5.7,5.8,7.1,7.5,7.4,4.4,0.6,4.0,14.327777862548828
2016-01-11,4.0,0.6,13.97,1.3,-0.1,2.3,5.7,5.8,7.1,7.5,7.4,4.4,1.9,14.354166984558105
2016-01-12,1.9,4.4,13.96,4.0,1.3,-0.1,2.3,5.7,5.8,7.1,7.5,7.4,-1.2,14.381945610046387
2016-01-13,-1.2,7.4,13.96,1.9,4.0,1.3,-0.1,2.3,5.7,5.8,7.1,7.5,-1.4,13.949999809265135
2016-01-14,-1.4,7.5,14.15,-1.2,1.9,4.0,1.3,-0.1,2.3,5.7,5.8,7.1,-0.9,13.790278434753418
2016-01-15,-0.9,7.1,14.17,-1.4,-1.2,1.9,4.0,1.3,-0.1,2.3,5.7,5.8,0.0,13.776389122009276
2016-01-16,0.0,5.8,14.19,-0.9,-1.4,-1.2,1.9,4.0,1.3,-0.1,2.3,5.7,3.8,12.401389122009276
2016-01-17,3.8,5.7,14.22,0.0,-0.9,-1.4,-1.2,1.9,4.0,1.3,-0.1,2.3,4.5,12.195834159851074
2016-01-18,4.5,2.3,14.24,3.8,0.0,-0.9,-1.4,-1.2,1.9,4.0,1.3,-0.1,-2.1,10.808334350585938
2016-01-19,-2.1,-0.1,14.29,4.5,3.8,0.0,-0.9,-1.4,-1.2,1.9,4.0,1.3,-2.6,6.2666664123535165
2016-01-20,-2.6,1.3,14.33,-2.1,4.5,3.8,0.0,-0.9,-1.4,-1.2,1.9,4.0,-0.9,4.1777777671813965
2016-01-21,-0.9,4.0,14.35,-2.6,-2.1,4.5,3.8,0.0,-0.9,-1.4,-1.2,1.9,0.2,2.504183530807495
2016-01-22,0.2,1.9,14.38,-0.9,-2.6,-2.1,4.5,3.8,0.0,-0.9,-1.4,-1.2,-1.1,2.4928715229034424
2016-01-23,-1.1,-1.2,13.95,0.2,-0.9,-2.6,-2.1,4.5,3.8,0.0,-0.9,-1.4,-7.2,2.469907283782959
2016-01-24,-7.2,-1.4,13.79,-1.1,0.2,-0.9,-2.6,-2.1,4.5,3.8,0.0,-0.9,-9.7,0.35264229774475103
2016-01-25,-9.7,-0.9,13.78,-7.2,-1.1,0.2,-0.9,-2.6,-2.1,4.5,3.8,0.0,-4.4,-0.4295671284198761
2016-01-26,-4.4,0.0,12.4,-9.7,-7.2,-1.1,0.2,-0.9,-2.6,-2.1,4.5,3.8,-0.4,-0.3998983800411224
2016-01-27,-0.4,3.8,12.2,-4.4,-9.7,-7.2,-1.1,0.2,-0.9,-2.6,-2.1,4.5,2.0,-0.4251885712146759
2016-01-28,2.0,4.5,10.81,-0.4,-4.4,-9.7,-7.2,-1.1,0.2,-0.9,-2.6,-2.1,3.1,-0.4323113858699799
2016-01-29,3.1,-2.1,6.27,2.0,-0.4,-4.4,-9.7,-7.2,-1.1,0.2,-0.9,-2.6,2.8,-0.33290597796440125
2016-01-30,2.8,-2.6,4.18,3.1,2.0,-0.4,-4.4,-9.7,-7.2,-1.1,0.2,-0.9,-0.1,-0.3488923013210297
2016-02-01,-2.2,0.2,2.49,-0.1,2.8,3.1,2.0,-0.4,-4.4,-9.7,-7.2,-1.1,-2.9,-0.27044379711151123
2016-02-02,-2.9,-1.1,2.47,-2.2,-0.1,2.8,3.1,2.0,-0.4,-4.4,-9.7,-7.2,-0.7,-0.3515243828296661
2016-02-03,-0.7,-7.2,0.35,-2.9,-2.2,-0.1,2.8,3.1,2.0,-0.4,-4.4,-9.7,-0.1,-0.33938005566596985
2016-02-04,-0.1,-9.7,-0.43,-0.7,-2.9,-2.2,-0.1,2.8,3.1,2.0,-0.4,-4.4,1.4,-0.32547423243522644
2016-02-05,1.4,-4.4,-0.4,-0.1,-0.7,-2.9,-2.2,-0.1,2.8,3.1,2.0,-0.4,1.3,-0.3612474501132965
2016-02-06,1.3,-0.4,-0.43,1.4,-0.1,-0.7,-2.9,-2.2,-0.1,2.8,3.1,2.0,0.2,-0.3098069429397583
2016-02-07,0.2,2.0,-0.43,1.3,1.4,-0.1,-0.7,-2.9,-2.2,-0.1,2.8,3.1,2.1,-0.2606144845485687
2016-02-08,2.1,3.1,-0.33,0.2,1.3,1.4,-0.1,-0.7,-2.9,-2.2,-0.1,2.8,5.0,-0.24468012154102325
2016-02-14,6.2,-0.1,-0.33,10.6,11.7,10.1,7.6,5.0,2.1,0.2,1.3,1.4,0.8,-0.12824073433876038
2016-02-15,0.8,1.4,-0.36,6.2,10.6,11.7,10.1,7.6,5.0,2.1,0.2,1.3,0.1,-0.12160872668027878
2016-02-16,0.1,1.3,-0.31,0.8,6.2,10.6,11.7,10.1,7.6,5.0,2.1,0.2,2.6,-0.09694104641675948
2016-02-17,2.6,0.2,-0.26,0.1,0.8,6.2,10.6,11.7,10.1,7.6,5.0,2.1,3.4,-0.08871950954198837
2016-02-18,3.4,2.1,-0.24,2.6,0.1,0.8,6.2,10.6,11.7,10.1,7.6,5.0,6.7,-0.06846707314252852
2016-02-24,4.3,6.2,-0.13,5.8,4.4,4.2,6.8,6.7,3.4,2.6,0.1,0.8,2.3,0.07164634019136429
2016-02-25,2.3,0.8,-0.12,4.3,5.8,4.4,4.2,6.8,6.7,3.4,2.6,0.1,5.4,0.07843833416700363
2016-02-26,5.4,0.1,-0.1,2.3,4.3,5.8,4.4,4.2,6.8,6.7,3.4,2.6,8.5,0.10125339776277542
2016-02-27,8.5,2.6,-0.09,5.4,2.3,4.3,5.8,4.4,4.2,6.8,6.7,3.4,9.2,0.1622188240289688
2016-02-28,9.2,3.4,-0.07,8.5,5.4,2.3,4.3,5.8,4.4,4.2,6.8,6.7,5.5,0.19173526763916016
2016-02-29,5.5,6.7,-0.03,9.2,8.5,5.4,2.3,4.3,5.8,4.4,4.2,6.8,2.6,0.2256297469139099
2016-03-01,2.6,6.8,-0.01,5.5,9.2,8.5,5.4,2.3,4.3,5.8,4.4,4.2,5.3,0.24014997482299805
2016-03-02,5.3,4.2,0.01,2.6,5.5,9.2,8.5,5.4,2.3,4.3,5.8,4.4,9.2,0.276405930519104
2016-03-03,9.2,4.4,0.03,5.3,2.6,5.5,9.2,8.5,5.4,2.3,4.3,5.8,13.6,0.31486624479293823
