date,0_days_air,10_days_air,10_days_grain,1_days_air,2_days_air,3_days_air,4_days_air,5_days_air,6_days_air,7_days_air,8_days_air,9_days_air,air_average,grain_average
2015-09-25,20.9,20.6,24.18,21.5,21.9,21.5,22.0,22.5,21.9,20.3,20.6,21.8,22.5,24.38552284240723
2015-09-27,21.8,20.6,24.56,22.5,20.9,21.5,21.9,21.5,22.0,22.5,21.9,20.3,20.2,24.5649471282959
2015-09-28,20.2,20.3,24.28,21.8,22.5,20.9,21.5,21.9,21.5,22.0,22.5,21.9,20.0,24.33192443847656
2015-09-29,20.0,21.9,24.53,20.2,21.8,22.5,20.9,21.5,21.9,21.5,22.0,22.5,21.5,24.270692825317386
2015-10-05,19.0,20.9,24.39,19.1,16.1,19.8,20.2,21.5,20.0,20.2,21.8,22.5,20.1,22.781259536743164
2015-10-12,12.9,19.8,23.12,15.1,16.1,18.1,17.0,19.3,20.1,19.0,19.1,16.1,14.1,21.28184700012207
2015-10-22,17.8,12.9,21.28,17.0,15.9,17.2,17.3,17.7,17.3,16.5,15.7,14.1,17.7,21.76009559631348
2015-10-31,11.9,17.0,21.66,14.6,12.5,13.6,16.2,18.2,18.1,17.4,17.7,17.8,10.3,18.85931205749512
2015-11-07,19.7,13.6,20.43,17.4,16.2,11.5,11.0,11.5,10.3,11.9,14.6,12.5,12.4,69.25994110107422
2015-11-10,9.2,11.9,18.86,10.1,12.4,19.7,17.4,16.2,11.5,11.0,11.5,10.3,8.8,16.757904052734375
2015-11-13,11.0,11.0,18.25,11.3,8.8,9.2,10.1,12.4,19.7,17.4,16.2,11.5,11.9,16.143230438232422
2015-11-16,11.9,17.4,43.64,11.5,11.9,11.0,11.3,8.8,9.2,10.1,12.4,19.7,13.0,15.957709312438965
2015-11-17,13.0,19.7,69.26,11.9,11.5,11.9,11.0,11.3,8.8,9.2,10.1,12.4,11.6,16.035249710083008
2015-11-19,10.3,10.1,17.15,11.6,13.0,11.9,11.5,11.9,11.0,11.3,8.8,9.2,9.4,15.472926139831545
2015-11-20,9.4,9.2,16.76,10.3,11.6,13.0,11.9,11.5,11.9,11.0,11.3,8.8,11.1,15.059937477111815
2015-11-21,11.1,8.8,16.39,9.4,10.3,11.6,13.0,11.9,11.5,11.9,11.0,11.3,12.9,14.967918395996096
2015-11-22,12.9,11.3,16.41,11.1,9.4,10.3,11.6,13.0,11.9,11.5,11.9,11.0,13.7,15.080164909362793
2015-11-23,13.7,11.0,16.14,12.9,11.1,9.4,10.3,11.6,13.0,11.9,11.5,11.9,9.7,15.305203437805176
2015-11-24,9.7,11.9,15.91,13.7,12.9,11.1,9.4,10.3,11.6,13.0,11.9,11.5,2.0,14.583334922790527
2015-11-25,2.0,11.5,16.04,9.7,13.7,12.9,11.1,9.4,10.3,11.6,13.0,11.9,-0.2,13.136385917663574
2015-11-26,-0.2,11.9,15.96,2.0,9.7,13.7,12.9,11.1,9.4,10.3,11.6,13.0,-2.4,11.737128257751465
2015-11-27,-2.4,13.0,16.04,-0.2,2.0,9.7,13.7,12.9,11.1,9.4,10.3,11.6,-1.4,10.683097839355467
2015-11-28,-1.4,11.6,15.94,-2.4,-0.2,2.0,9.7,13.7,12.9,11.1,9.4,10.3,4.1,10.207863807678224
2015-11-29,4.1,10.3,15.47,-1.4,-2.4,-0.2,2.0,9.7,13.7,12.9,11.1,9.4,6.7,10.531416893005373
2015-11-30,6.7,9.4,15.06,4.1,-1.4,-2.4,-0.2,2.0,9.7,13.7,12.9,11.1,7.3,11.381454467773438
