barn9,0.891913375
barn30,0.9231078333333333
barn5,0.87266975
barn11,0.8665931970833333
barn23,0.9275868912499999
barn32,0.7042672691666666
barn21,0.8180790833333335
barn17,0.8145890229166666
barn19,0.74378175
barn13,0.8778070541666666
barn24,0.9000974166666666
barn2,0.8797368333333333
barn7,0.8874572366666668
barn22,0.9409499591666668
barn3,0.8806327083333333
barn34,0.8115622079166668
barn14,0.9088929508333333
barn35,0.5624803251666667
barn6,0.8119023012500001
barn18,0.8139670416666668
barn29,0.9202380416666666
var,0.0161506793965624
