barn9,0.7899740833333334
barn30,0.7114179166666666
barn5,0.7476837916666667
barn11,0.7985692083333333
barn23,0.6912930416666666
barn32,0.6678315416666667
barn21,0.6795454166666666
barn17,0.6952412083333334
barn19,0.6528325833333334
barn13,0.7795209166666667
barn24,0.6569576666666667
barn2,0.8005111304347826
barn7,0.8011849583333334
barn22,0.0
barn3,0.8056937916666665
barn34,0.7555865833333334
barn14,0.7821246250000001
barn35,0.39379085416666665
barn6,0.7874474583333333
barn18,0.6924701249999999
barn29,0.6716966666666666
var,0.046285889684214064
