barn9,0.8976725416666667
barn30,0.9014007500000001
barn5,0.8766925833333333
barn11,0.8768926666666667
barn23,0.9230907500000001
barn32,0.7175314583333332
barn21,0.8160964166666668
barn17,0.8250879583333335
barn19,0.750451875
barn13,0.8849665000000001
barn24,0.8860428750000001
barn2,0.885751
barn7,0.89709475
barn22,0.0
barn3,0.891201875
barn34,0.8294159999999998
barn14,0.8968387916666667
barn35,0.5309522166666666
barn6,0.8332892916666667
barn18,0.8127900416666666
barn29,0.8955556666666666
var,0.049295824389843805
